snapshot_date,lifecycle_segment,segment_size,segment_share,avg_recency_days,avg_active_days_30,avg_observations_30,avg_level_current,avg_level_gain_30,guild_member_share,fast_progressor_share,reactivated_share
2005-12-31,New Explorers,13,1.0,0.0,1.0,1.0,17.615384615384617,0.0,0.46153846153846156,0.0,0.0
2006-01-31,Casual Returners,1352,0.22903608334745046,10.968934911242604,3.3875739644970415,19.949704142011836,14.057692307692308,1.8661242603550297,0.0073964497041420114,0.03550295857988166,0.0
2006-01-31,Core Engaged,1505,0.2549551075724208,1.669767441860465,21.432558139534883,654.7574750830565,45.80664451827243,9.332225913621263,0.0,0.5322259136212625,0.0
2006-01-31,Fast Progressors,351,0.05946129086904964,6.4415954415954415,6.584045584045584,81.95441595441595,14.065527065527066,10.638176638176638,0.0,1.0,0.0
2006-01-31,Low Activity / Other,1902,0.32220904624767066,16.566246056782333,2.3848580441640377,14.466876971608833,9.393270241850683,1.1051524710830705,0.015247108307045216,0.012618296529968454,0.0
2006-01-31,New Explorers,793,0.13433847196340842,2.1765447667087012,1.730138713745271,21.132408575031526,6.64186633039092,3.167717528373266,0.0,0.17276166456494324,0.0
2006-02-28,At-Risk Players,360,0.041119360365505425,19.755555555555556,2.875,43.325,31.455555555555556,0.5777777777777777,0.0,0.005555555555555556,0.0
2006-02-28,Casual Returners,1335,0.15248429468874927,9.522097378277154,3.349812734082397,18.45318352059925,12.325842696629213,1.9662921348314606,0.0,0.041947565543071164,0.0
2006-02-28,Core Engaged,1578,0.18023986293546546,1.314955640050697,21.345373891001266,672.0095057034221,46.347275031685676,9.013941698352344,0.0,0.5012674271229405,0.0
2006-02-28,Fast Progressors,359,0.04100513992004569,7.220055710306407,6.6824512534818945,79.74094707520891,13.724233983286908,10.671309192200557,0.0,1.0,0.0
2006-02-28,Lapsed Players,2422,0.2766419189034837,43.99628406275805,0.0,0.0,9.20148637489678,0.0,0.012799339388934764,0.0,0.0
2006-02-28,Low Activity / Other,1886,0.21541976013706454,16.80540827147402,2.3218451749734887,12.923647932131495,8.237009544008483,1.0646871686108166,0.0,0.009013785790031814,0.0
2006-02-28,New Explorers,756,0.08635065676756139,2.041005291005291,1.757936507936508,25.265873015873016,6.167989417989418,3.681216931216931,0.0,0.19973544973544974,0.0
2006-02-28,Reactivated Players,59,0.0067390062821245005,2.288135593220339,1.4067796610169492,12.305084745762711,15.338983050847459,0.6779661016949152,0.0,0.01694915254237288,1.0
2006-03-31,At-Risk Players,470,0.04227379025004497,20.719148936170214,2.8085106382978724,35.17659574468085,32.53829787234042,0.40638297872340423,0.0,0.006382978723404255,0.0
2006-03-31,Casual Returners,1169,0.10514481021766504,9.455945252352437,3.46792130025663,16.20102651839179,13.85885372112917,1.2523524379811806,0.0,0.06159110350727117,0.0
2006-03-31,Core Engaged,1446,0.1300593631948192,1.5463347164591978,20.70470262793914,596.0435684647302,47.47579529737206,7.686030428769018,0.0,0.487551867219917,0.0
2006-03-31,Fast Progressors,335,0.030131318582478864,7.838805970149254,6.376119402985075,64.57910447761193,13.943283582089553,8.33134328358209,0.0,1.0,0.0
2006-03-31,Lapsed Players,5334,0.47976254722072315,57.98950131233596,0.0,0.0,9.426321709786277,0.0,0.0054368203974503185,0.0,0.0
